record_id,schema_version,record_type,related_record_id,diffusant,diffusant_isotope,diffusant_valence,co_diffusant,diffusion_type,diffusion_type_qualifier,reference_frame,host_type,host_name,host_ima_name,host_formula,host_endmember,host_group,host_origin,crystallographic_direction,anisotropy_flag,polycrystal_flag,composition_as_reported,composition_basis,sio2_wt_pct,tio2_wt_pct,al2o3_wt_pct,cr2o3_wt_pct,feot_wt_pct,feo_wt_pct,fe2o3_wt_pct,mno_wt_pct,mgo_wt_pct,cao_wt_pct,na2o_wt_pct,k2o_wt_pct,p2o5_wt_pct,nio_wt_pct,other_oxides,mg_number,nbo_t,composition_notes,hydrous_flag,h2o_wt_pct,h2o_wt_pct_min,h2o_wt_pct_max,a_h2o,water_notes,t_k,t_min_k,t_max_k,t_original_value,t_original_unit,p_pa,p_min_pa,p_max_pa,p_original_value,p_original_unit,fo2_buffer,fo2_buffer_offset,log10_fo2_bar,fo2_constraint,apparatus,duration_s,d0_m2_s,log10_d0_m2_s,d0_unc_log10,d0_unc_type,d0_original_value,d0_original_unit,ea_j_mol,ea_unc_j_mol,ea_unc_type,ea_original_value,ea_original_unit,activation_volume_m3_mol,activation_volume_unc_m3_mol,activation_volume_original_value,activation_volume_original_unit,arrhenius_equation_form,gas_constant_used_j_mol_k,d_m2_s,log10_d_m2_s,d_unc_log10,d_unc_type,d_original_value,d_original_unit,n_experiments,n_temperature_points,fit_r_squared,method,experiment_geometry,analytical_technique,direct_measurement_flag,grain_boundary_contribution,concentration_dependent_flag,mixed_md_experiment_flag,quality_flag,t_calibration_notes,caveats,notes,extracted_from,compiler,compilation_date,review_status,citation_key,authors,year,title,journal,volume,pages,doi,source_locus
DDB004298,1.0.0,arrhenius_fit,,Sr,,,,,,,mineral,Diopside,diopside,"synthetic, CaMgSi(2)O(6)",,pyroxene,synthetic,//c,true,false,"synthetic, CaMgSi(2)O(6)",cation_formula,,,,,,,,,,,,,,,,,,,,,,,,,,1373.15,1523.15,1100-1250,C,2000000000,2000000000,2000000000,2000,MPa,unknown,,,unknown,other,,870.963589956,2.94,0,unknown,2.94,log10_m2/s,607000,33474.4,unknown,607,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,thin_film,Rutherford backscattering,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c; Diffusing_Component_as_printed=Sr; Element_as_printed=Sr; OxygenBuffer_as_printed=UB; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=Thin film; sectioning by grinding; Analytical_as_printed=Rutherford backscattering; Apparatus_as_printed=Thin film; sectioning by grinding,supplement,"Holycross, M.",2026-08-31,draft,Sneeringer et al. (1984),"Sneeringer, M., Hart, S.R., and Shimizu, N",1984,Strontium and samarium diffusion in diopside,Geochimica et Cosmochimica Acta,48,1589-1608,10.1016/0016-7037(84)90329-6,Brady Minerals.xls Rec 48
DDB004299,1.0.0,arrhenius_fit,,Th,,,,,,,mineral,Diopside,diopside,,0.2 atomic % Fe,pyroxene,,[001],true,false,0.2 atomic % Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1423.15,1573.15,1150-1300,C,100000,100000,100000,0.1,MPa,QFM,,,gas_mix,other,,1.69824365246e-08,-7.77,0.92,unknown,-7.77,log10_m2/s,356000,26000,unknown,356,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,SIMS,other,SIMS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to [001]; Diffusing_Component_as_printed=Th; Element_as_printed=Th; OxygenBuffer_as_printed=QFM (CO2-H2 gas mixture); R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=tracer containing U, Th and Al deposited on sample surface; Analytical_as_printed=SIMS; Apparatus_as_printed=tracer containing U, Th and Al deposited on sample surface",supplement,"Holycross, M.",2026-08-31,draft,Van Orman et al. (1998),"Van Orman, J A., Grove, T L., and Shimizu, N",1998,Uranium and thorium diffusion in diopside. EEarth and Planetetary Science Letters,,160,505-519,,Brady Minerals.xls Rec 505
DDB004300,1.0.0,arrhenius_fit,,U,,,,,,,mineral,Diopside,diopside,,0.2 atomic % Fe,pyroxene,,[001],true,false,0.2 atomic % Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1423.15,1573.15,1150-1300,C,100000,100000,100000,0.1,MPa,QFM,,,gas_mix,other,,1.77827941004e-06,-5.75,0.98,unknown,-5.75,log10_m2/s,418000,28000,unknown,418,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,SIMS,other,SIMS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to [001]; Diffusing_Component_as_printed=U; Element_as_printed=U; OxygenBuffer_as_printed=QFM (CO2-H2 gas mixture); R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=tracer containing U, Th and Al deposited on sample surface; Analytical_as_printed=SIMS; Apparatus_as_printed=tracer containing U, Th and Al deposited on sample surface",supplement,"Holycross, M.",2026-08-31,draft,Van Orman et al. (1998),"Van Orman, J A., Grove, T L., and Shimizu, N",1998,Uranium and thorium diffusion in diopside. EEarth and Planetetary Science Letters,,160,505-519,,Brady Minerals.xls Rec 506
DDB004301,1.0.0,arrhenius_fit,,Yb,,,,,,,mineral,Diopside,diopside,,0.2 atomic % Fe,pyroxene,,[001],true,false,0.2 atomic % Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1323.15,1573.15,1050-1300,C,,100000,2500000000,0.1-2500,MPa,QFM,,,gas_mix,other,,2.29086765277e-05,-4.64,0.42,unknown,-4.64,log10_m2/s,411000,12000,unknown,411,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,SIMS,other,SIMS,true,,,false,use_with_caution,,"fO2 dependence, exponent ~0.13, activation volume ~9 cm3/mol","provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to [001]; Diffusing_Component_as_printed=Yb; Element_as_printed=Yb; OxygenBuffer_as_printed=QFM (CO2-H2 gas mixture) to QFM +4 log units, graphite in high-pressure experiments; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=tracer containing REE deposited on sample surface; Analytical_as_printed=SIMS; Apparatus_as_printed=tracer containing REE deposited on sample surface",supplement,"Holycross, M.",2026-08-31,draft,Van Orman et al. (2001),"Van Orman, J. A., Grove, T. L., and Shimizu, N",2001,"Rare earth element diffusion in diopside; influence of temperature, pressure, and ionic radius, and an elastic model for diffusion in silicates.  Contributions to Mineralogy and Petrology 141, 687-707ු",,,,10.1007/s004100100269,Brady Minerals.xls Rec 511
DDB004302,1.0.0,arrhenius_fit,,Fe,54,,,tracer,none,,mineral,Diopside,diopside,,diopside,pyroxene,,diffusion parallel to c and b axes,true,false,diopside,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1223.15,1373.15,950-1100,C,100000,100000,100000,0.1,MPa,unknown,,,unknown,other,,6.22300285169e-15,-14.206,1.29,unknown,-14.206,log10_m2/s,161500,35000,unknown,161.5,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,SIMS,other,SIMS,true,,,false,use_with_caution,,"Arrhenius relation for log pfO2 = -13, power dependence on pO2 is +0.229 +/- 0.036","provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=diffusion parallel to c and b axes; Diffusing_Component_as_printed=54Fe; Element_as_printed=Fe; OxygenBuffer_as_printed=log fO2 = -10-16 bars; fo2 recode fell through to unknown; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=54Fe doped gel applied to crystal surface, dried, furnace with H2/CO2 gas mixture; Analytical_as_printed=SIMS; Apparatus_as_printed=54Fe doped gel applied to crystal surface, dried, furnace with H2/CO2 gas mixture",supplement,"Holycross, M.",2026-08-31,draft,Azough and Freer (2000),"Azough, F. and Freer, R",2000,Iron diffusion in single-crystal diopside. Physics and Chemistry of Minerals,,27,732-740,10.1007/s002690000119,Brady Minerals.xls Rec 276
DDB004303,1.0.0,arrhenius_fit,,C,13,,,tracer,none,,mineral,Dolomite,dolomite,,,carbonate,,polycrystalline,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.15,1058.15,645-785,C,,12000000,93500000,12-93.5,MPa,unknown,,,unknown,cold_seal,,179887091.513,8.255,,,8.255,log10_m2/s,502000,,,502,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,other,other,mass spectrometry,,,,false,use_with_caution,,oxygen diffusion similar,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=crushed grains; Diffusing_Component_as_printed=13C; Element_as_printed=C; OxygenBuffer_as_printed=~Ni-NiO buffer by cold seal, CO2; fo2 recode fell through to unknown; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=13C enriched CO2 gas, cold seal vessels; Analytical_as_printed=mass spectrometry; Apparatus_as_printed=13C enriched CO2 gas, cold seal vessels",supplement,"Holycross, M.",2026-08-31,draft,Anderson (1972),"Anderson, T.F",1969,Self-diffusion of carbon and oxygen in dolomite. Journal of Geophysical Research,,77,857-861,,Brady Minerals.xls Rec 459
DDB004304,1.0.0,arrhenius_fit,,Ar,,,,,,,mineral,Enstatite,enstatite,,,pyroxene,,"parallel to c and parallel to a, little evidence of anisotropy",false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.15,1373.15,470-1100,C,,100000,592000000,0.1-592,MPa,unknown,,,unknown,cold_seal,,1.28824955169e-20,-19.89,0.3,unknown,-19.89,log10_m2/s,32000,5000,unknown,32,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,other,RBS,true,,,false,use_with_caution,,"""effective activation energy"" - may include defect trapping","provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c and parallel to a, little evidence of anisotropy; Diffusing_Component_as_printed=Ar; Element_as_printed=Ar; OxygenBuffer_as_printed=fO2 for various experiments > NNO, NNO, Mo-MoO2; fo2 recode fell through to unknown; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=single crystal heated in Ar gas in cold-seal vessels, TZM vessels, internally-heated pressure vessels or tube furnaces; Analytical_as_printed=RBS; Apparatus_as_printed=single crystal heated in Ar gas in cold-seal vessels, TZM vessels, internally-heated pressure vessels or tube furnaces",supplement,"Holycross, M.",2026-08-31,draft,Thomas et al. (2008),"Thomas, J.B, Cherniak, D.J., and Watson, E.B",2008,"Lattice diffusion and solubility of argon in forsterite, enstatite",quartz and corundum. Chemical Geology,253,1-24,10.1016/j.chemgeo.2008.03.007,Brady Minerals.xls Rec 336
DDB004305,1.0.0,arrhenius_fit,,Eu,,,,,,,mineral,Enstatite,enstatite,,0.2 at% Fe,pyroxene,,"perpendicular to (001), (210)",true,false,0.2 at% Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1273.15,1473.15,1000-1200,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,1.69824365246e-08,-7.77,1.53,unknown,-7.77,log10_m2/s,350000,42000,unknown,350,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,other,RBS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=perpendicular to (001), (210); Diffusing_Component_as_printed=Eu; Element_as_printed=Eu; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=REE aluminate - enstatite source; Analytical_as_printed=RBS; Apparatus_as_printed=REE aluminate - enstatite source",supplement,"Holycross, M.",2026-08-31,draft,Cherniak and Liang (2007),"Cherniak, D.J., and Liang, Y",2007,Rare earth element diffusion in natural enstatite. Geochimica et Cosmochimica Acta,,71,1324-1340,10.1016/j.gca.2006.12.001,Brady Minerals.xls Rec 377
DDB004306,1.0.0,arrhenius_fit,,Eu,,,,,,,mineral,Enstatite,enstatite,,0.2 at% Fe,pyroxene,,"perpendicular to (001), (210)",true,false,0.2 at% Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1123.15,1423.15,850-1150,C,100000,100000,100000,0.1,MPa,IW,,,buffered,other,,6.91830970919e-06,-5.16,1.18,unknown,-5.16,log10_m2/s,384000,29000,unknown,384,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,other,RBS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=perpendicular to (001), (210); Diffusing_Component_as_printed=Eu; Element_as_printed=Eu; OxygenBuffer_as_printed=IW; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=REE aluminate - enstatite source, buffered experiments in sealed silica capsules; Analytical_as_printed=RBS; Apparatus_as_printed=REE aluminate - enstatite source, buffered experiments in sealed silica capsules",supplement,"Holycross, M.",2026-08-31,draft,Cherniak and Liang (2007),"Cherniak, D.J., and Liang, Y",2007,Rare earth element diffusion in natural enstatite. Geochimica et Cosmochimica Acta,,71,1324-1340,10.1016/j.gca.2006.12.001,Brady Minerals.xls Rec 378
DDB004307,1.0.0,arrhenius_fit,,Ga,,,,,,,mineral,Enstatite,enstatite,,0.2 at% Fe,pyroxene,,normal to (001),true,false,0.2 at% Fe,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,1273.15,1523.15,1000-1250,C,100000,100000,100000,0.1,MPa,unknown,,,unknown,other,,2.57039578277e-09,-8.59,3.08,unknown,-8.59,log10_m2/s,321000,85000,unknown,321,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,other,RBS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=perpendicular to (001); Diffusing_Component_as_printed=Gd; Element_as_printed=Ga; OxygenBuffer_as_printed=air, IW; mixed buffers; not picking one; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=REE aluminate - enstatite source, buffered experiments in sealed silica capsules; Analytical_as_printed=RBS; Apparatus_as_printed=REE aluminate - enstatite source, buffered experiments in sealed silica capsules",supplement,"Holycross, M.",2026-08-31,draft,Cherniak and Liang (2007),"Cherniak, D.J., and Liang, Y",2007,Rare earth element diffusion in natural enstatite. Geochimica et Cosmochimica Acta,,71,1324-1340,10.1016/j.gca.2006.12.001,Brady Minerals.xls Rec 379
DDB004308,1.0.0,arrhenius_fit,,H,,,,,,,mineral,Enstatite,enstatite,,synthetic,pyroxene,synthetic,"parallel to [100], [010]",true,false,synthetic,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,973.15,1173.15,700-900,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,0.729457510255,-0.137,,,-0.137,log10_m2/s,295000,55000,unknown,295,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,FTIR,other,IR spectroscopy,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to [100], [010]; Diffusing_Component_as_printed=H; Element_as_printed=H; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=single crystal heated in air; Analytical_as_printed=IR spectroscopy; Apparatus_as_printed=single crystal heated in air",supplement,"Holycross, M.",2026-08-31,draft,Stalder and Skogby (2003),"Stalder, R., and Skogby, H",2003,Hydrogen diffusion in natural and synthetic orthopyroxene,Physics and Chemistry of Minerals,30,12-19,10.1007/s00269-002-0285-z,Brady Minerals.xls Rec 538
DDB004309,1.0.0,arrhenius_fit,,Pb,,,,,,,mineral,Enstatite,enstatite,,,pyroxene,,normal to {210},true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.15,1373.15,850-1100,C,100000,100000,100000,0.1,MPa,unknown,,,unknown,other,,6.60693448008e-07,-6.18,1.18,unknown,-6.18,log10_m2/s,366000,29000,unknown,366,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,RBS,other,RBS,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=normal to {210}; Diffusing_Component_as_printed=Pb; Element_as_printed=Pb; OxygenBuffer_as_printed=QFM, dep on fO2~+0.20; fO2 MH-IW; mixed buffers; not picking one; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=PbS + ground pyroxene source, pre-reacted; Analytical_as_printed=RBS; Apparatus_as_printed=PbS + ground pyroxene source, pre-reacted",supplement,"Holycross, M.",2026-08-31,draft,Cherniak (2001),"Cherniak, D.J",2001,"Pb diffusion in Cr diopside, augite, and enstatite, and consideration of the dependence of cation diffusion in pyroxene on oxygen fugacity",Chemical Geology,177,381-397,10.1016/s0009-2541(00)00421-6,Brady Minerals.xls Rec 162
DDB004310,1.0.0,arrhenius_fit,,H,2,,,self,none,,mineral,Epidote,epidote,,,other,,polycrystalline,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.15,923.15,450-650,C,,200000000,400000000,200-400,MPa,unknown,,,unknown,other,,3.31131121483e-10,-9.48,,,-9.48,log10_m2/s,57700,,,57.7,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,other,bulk_isotopic_exchange,Bulk; cylindrical model,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=powder; Diffusing_Component_as_printed=2H; Element_as_printed=H; OxygenBuffer_as_printed=UB; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=Exchange with 2H2O-enriched water; Analytical_as_printed=Bulk; cylindrical model; Apparatus_as_printed=Exchange with 2H2O-enriched water,supplement,"Holycross, M.",2026-08-31,draft,Graham (1981),"Graham, C.M",1981,"Experimental hydrogen isotope studies III: diffusion of hydrogen in hydrous minerals, and stable isotope exchange in metamorphic rocks",Contributions to Mineralogy and Petrology,76,216-228,10.1007/bf00371961,Brady Minerals.xls Rec 65
DDB004311,1.0.0,arrhenius_fit,,F,,,Cl-OH,interdiffusion,none,,mineral,Fluorapatite,fluorapatite,,,phosphate,,//c,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.15,1373.15,800-1100,C,1000000000,1000000000,1000000000,1000,MPa,unknown,,,unknown,piston_cylinder,,8.09095899178e-08,-7.092,0.715,unknown,-7.092,log10_m2/s,173000,17000,unknown,173,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,EPMA,other,electron microprobe,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c; Diffusing_Component_as_printed=F-Cl-OH; Element_as_printed=.Interdiffusion; OxygenBuffer_as_printed=s.b.; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=single crystal in chlorapatite powder + H2O, piston cylinder apparatus; Analytical_as_printed=electron microprobe; Apparatus_as_printed=single crystal in chlorapatite powder + H2O, piston cylinder apparatus",supplement,"Holycross, M.",2026-08-31,draft,Brenan (1993),"Brenan, J",1993,Kinetics of fluorine,chlorine and hydroxyl exchange in fluorapatite. Chemical Geology,110,195-210,10.1016/0009-2541(93)90254-g,Brady Minerals.xls Rec 279
DDB004312,1.0.0,arrhenius_fit,,F,,,Cl-OH,interdiffusion,none,,mineral,Fluorapatite,fluorapatite,,,phosphate,,//a,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.15,1523.15,1100-1250,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,1.30016957803e-09,-8.886,,,-8.886,log10_m2/s,216000,,,216,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,EPMA,powder_source,electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to a; Diffusing_Component_as_printed=F-Cl-OH; Element_as_printed=.Interdiffusion; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=single crystal in chlorapatite or mixed fluorapatite-chlorapatite powder sources; Analytical_as_printed=electron microprobe; Apparatus_as_printed=single crystal in chlorapatite or mixed fluorapatite-chlorapatite powder sources,supplement,"Holycross, M.",2026-08-31,draft,Brenan (1993),"Brenan, J",1993,Kinetics of fluorine,chlorine and hydroxyl exchange in fluorapatite. Chemical Geology,110,195-210,10.1016/0009-2541(93)90254-g,Brady Minerals.xls Rec 278
DDB004313,1.0.0,arrhenius_fit,,F,,,Cl-OH,interdiffusion,none,,mineral,Fluorapatite,fluorapatite,,,phosphate,,//c,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.15,1473.15,900-1200,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,0.000159955802861,-3.796,1.138,unknown,-3.796,log10_m2/s,284000,30000,unknown,284,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,EPMA,powder_source,electron microprobe,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c; Diffusing_Component_as_printed=F-Cl-OH; Element_as_printed=.Interdiffusion; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=single crystal in chlorapatite or mixed fluorapatite-chlorapatite powder sources; Analytical_as_printed=electron microprobe; Apparatus_as_printed=single crystal in chlorapatite or mixed fluorapatite-chlorapatite powder sources,supplement,"Holycross, M.",2026-08-31,draft,Brenan (1993),"Brenan, J",1993,Kinetics of fluorine,chlorine and hydroxyl exchange in fluorapatite. Chemical Geology,110,195-210,10.1016/0009-2541(93)90254-g,Brady Minerals.xls Rec 277
DDB004314,1.0.0,arrhenius_fit,,Ca,45,,,tracer,none,,mineral,Fluorapatite,fluorapatite,,,phosphate,,//c,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.15,1800.15,727-1527,C,100000,100000,100000,0.1,MPa,unknown,,,unconstrained,other,,,,,,,,,,,,,,,,,other,,,,,,,,,,,serial_sectioning,other,serial sectioning,true,,,false,use_with_caution,,D=9.3e2exp(-544kJ/mol/RT)+3.6e-7exp(-237kJ/mol/RT),provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c; Diffusing_Component_as_printed=45Ca; Element_as_printed=Ca; OxygenBuffer_as_printed=evacuated alumina tube; two-term / formula D in Comments; d0_*/ea_* left empty; ExperimentType_as_printed=45Ca tracer deposited by vacuum evaporation; Analytical_as_printed=serial sectioning; Apparatus_as_printed=45Ca tracer deposited by vacuum evaporation,supplement,"Holycross, M.",2026-08-31,draft,,"den Hartog, H., Welch, D.O., and Royce, B.S.H",1972,"The diffusion of calcium, phosphorus",and OD-ions in fluorapatite. Physica Status Solidi,53,201-212,10.1002/pssb.2220530121,Brady Minerals.xls Rec 463
DDB004315,1.0.0,arrhenius_fit,,Ca,45,,,tracer,none,,mineral,Fluorapatite,fluorapatite,,,phosphate,,perp c,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.15,1800.15,727-1527,C,100000,100000,100000,0.1,MPa,unknown,,,unconstrained,other,,,,,,,,,,,,,,,,,other,,,,,,,,,,,serial_sectioning,other,serial sectioning,true,,,false,use_with_caution,,D=1.28e4exp(-579kJ/mol/RT)+7.92e-12exp(-111kJ/mol/RT),provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=normal to c; Diffusing_Component_as_printed=45Ca; Element_as_printed=Ca; OxygenBuffer_as_printed=evacuated alumina tube; two-term / formula D in Comments; d0_*/ea_* left empty; ExperimentType_as_printed=45Ca tracer deposited by vacuum evaporation; Analytical_as_printed=serial sectioning; Apparatus_as_printed=45Ca tracer deposited by vacuum evaporation,supplement,"Holycross, M.",2026-08-31,draft,,"den Hartog, H., Welch, D.O., and Royce, B.S.H",1972,"The diffusion of calcium, phosphorus",and OD-ions in fluorapatite. Physica Status Solidi,53,201-212,10.1002/pssb.2220530121,Brady Minerals.xls Rec 464
DDB004316,1.0.0,arrhenius_fit,,He,,,,,,,mineral,Fluorapatite,fluorapatite,,,phosphate,,"perp to c, no strong anisotropy",true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.15,722.15,148-449,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,2.09893988362e-06,-5.678,0.599,unknown,-5.678,log10_m2/s,117000,6000,unknown,117,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,NRA,ion_implantation,NRA,true,,,false,use_with_caution,,,"provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=perp to c, no strong anisotropy; Diffusing_Component_as_printed=He; Element_as_printed=He; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=3He ion implantation; Analytical_as_printed=NRA; Apparatus_as_printed=3He ion implantation",supplement,"Holycross, M.",2026-08-31,draft,Cherniak et al. (2009),"Cherniak,D.J., Watson, E.B., and Thomas, J.B",2009,Diffusion of helium in zircon and apatite. Chemical Geology,,268,155-166,10.1016/j.chemgeo.2009.08.011,Brady Minerals.xls Rec 460
DDB004317,1.0.0,arrhenius_fit,,He,,,,,,,mineral,Fluorapatite,fluorapatite,,,phosphate,,//c,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.15,722.15,148-449,C,100000,100000,100000,0.1,MPa,air,,,unconstrained,other,,4.21696503429e-05,-4.375,1.136,unknown,-4.375,log10_m2/s,129000,12000,unknown,129,kJ/mol,,,,,log10D=log10D0-Ea/(2.303RT),8.314,,,,,,,,,,NRA,ion_implantation,NRA,true,,,false,use_with_caution,,,provenance=compilation_2010; v0_source=brady_minerals; orientation_as_printed=parallel to c; Diffusing_Component_as_printed=He; Element_as_printed=He; OxygenBuffer_as_printed=air; R unstated in spreadsheet; compiler gas_constant_used_j_mol_k=8.314; ExperimentType_as_printed=3He ion implantation; Analytical_as_printed=NRA; Apparatus_as_printed=3He ion implantation,supplement,"Holycross, M.",2026-08-31,draft,Cherniak et al. (2009),"Cherniak,D.J., Watson, E.B., and Thomas, J.B",2009,Diffusion of helium in zircon and apatite. Chemical Geology,,268,155-166,10.1016/j.chemgeo.2009.08.011,Brady Minerals.xls Rec 461
